date,CSI300,STAR50,CGB
2024-07-03,3.49,0.734,137.007
2024-07-04,3.475,0.723,136.934
2024-07-05,3.458,0.731,136.828
2024-07-08,3.434,0.724,136.561
2024-07-09,3.471,0.742,136.729
2024-07-10,3.463,0.743,136.815
2024-07-11,3.509,0.751,136.808
2024-07-12,3.519,0.752,136.916
2024-07-15,3.526,0.748,136.968
2024-07-16,3.551,0.764,136.967
2024-07-17,3.556,0.762,136.999
2024-07-18,3.577,0.769,136.958
2024-07-19,3.6,0.784,137.05
2024-07-22,3.571,0.787,137.341
2024-07-23,3.501,0.756,137.486
2024-07-24,3.479,0.746,137.488
2024-07-25,3.459,0.748,137.508
2024-07-26,3.474,0.753,137.567
2024-07-29,3.454,0.74,137.544
2024-07-30,3.431,0.743,137.564
2024-07-31,3.508,0.778,137.661
2024-08-01,3.483,0.774,137.887
2024-08-02,3.447,0.762,138.088
2024-08-05,3.408,0.738,138.139
2024-08-06,3.408,0.748,137.94
2024-08-07,3.401,0.742,138.131
2024-08-08,3.405,0.745,138.011
2024-08-09,3.393,0.742,137.826
2024-08-12,3.389,0.742,137.204
2024-08-13,3.394,0.746,137.609
2024-08-14,3.37,0.736,137.736
2024-08-15,3.408,0.743,137.6
2024-08-16,3.41,0.74,137.577
2024-08-19,3.419,0.739,137.636
2024-08-20,3.403,0.728,137.614
2024-08-21,3.388,0.726,137.467
2024-08-22,3.379,0.719,137.743
2024-08-23,3.393,0.72,137.944
2024-08-26,3.394,0.715,137.946
2024-08-27,3.377,0.708,137.856
2024-08-28,3.357,0.704,137.901
2024-08-29,3.347,0.713,137.827
2024-08-30,3.392,0.728,137.785
2024-09-02,3.332,0.703,138.106
2024-09-03,3.344,0.708,138.289
2024-09-04,3.323,0.705,138.337
2024-09-05,3.33,0.705,138.423
2024-09-06,3.302,0.696,138.468
2024-09-09,3.261,0.687,138.541
2024-09-10,3.261,0.692,138.659
2024-09-11,3.254,0.695,138.866
2024-09-12,3.243,0.69,138.651
2024-09-13,3.228,0.683,138.845
2024-09-18,3.238,0.678,138.879
2024-09-19,3.265,0.683,138.695
2024-09-20,3.274,0.678,138.794
2024-09-23,3.283,0.674,138.824
2024-09-24,3.427,0.699,138.672
2024-09-25,3.474,0.7,138.997
2024-09-26,3.64,0.728,138.89
2024-09-27,3.869,0.792,138.31
2024-09-30,4.233,0.95,137.844
2024-10-08,4.412,1.14,137.79
2024-10-09,4.022,1.096,138.07
2024-10-10,4.086,1.026,138.398
2024-10-11,3.977,0.951,138.47
2024-10-14,4.04,0.974,138.448
2024-10-15,3.931,0.946,138.484
2024-10-16,3.906,0.923,138.503
2024-10-17,3.863,0.926,138.691
2024-10-18,4.016,1.041,138.537
2024-10-21,4.016,1.05,138.519
2024-10-22,4.04,1.037,138.325
2024-10-23,4.055,1.032,138.186
2024-10-24,4.011,1.029,138.24
2024-10-25,4.04,1.045,138.228
2024-10-28,4.046,1.039,138.255
2024-10-29,4.013,1.028,138.392
2024-10-30,3.971,1.008,138.435
2024-10-31,3.971,1.02,138.424
2024-11-01,3.979,0.99,138.631
2024-11-04,4.032,1.004,138.69
2024-11-05,4.137,1.05,138.678
2024-11-06,4.111,1.053,138.729
2024-11-07,4.248,1.087,138.849
2024-11-08,4.194,1.081,138.902
2024-11-11,4.215,1.13,138.94
2024-11-12,4.169,1.105,139.131
2024-11-13,4.195,1.116,139.13
2024-11-14,4.124,1.08,139.137
2024-11-15,4.055,1.04,139.235
2024-11-18,4.038,1.02,139.16
2024-11-19,4.058,1.052,139.129
2024-11-20,4.068,1.055,139.224
2024-11-21,4.073,1.064,139.311
2024-11-22,3.953,1.022,139.337
2024-11-25,3.931,1.008,139.45
2024-11-26,3.923,1.002,139.423
2024-11-27,3.987,1.038,139.364
2024-11-28,3.958,1.034,139.462
2024-11-29,4.001,1.06,139.539
2024-12-02,4.031,1.068,139.844
2024-12-03,4.035,1.057,139.817
2024-12-04,4.014,1.05,139.938
2024-12-05,4.007,1.053,139.968
2024-12-06,4.057,1.067,139.925
2024-12-09,4.054,1.054,139.937
2024-12-10,4.085,1.063,140.373
2024-12-11,4.075,1.059,140.382
2024-12-12,4.117,1.063,140.563
2024-12-13,4.02,1.042,141.055
2024-12-16,3.996,1.025,141.163
2024-12-17,4.007,1.019,140.963
2024-12-18,4.024,1.033,140.955
2024-12-19,4.03,1.045,141.0
2024-12-20,4.018,1.065,141.437
2024-12-23,4.022,1.052,141.361
2024-12-24,4.069,1.069,141.253
2024-12-25,4.072,1.072,140.995
2024-12-26,4.073,1.081,140.997
2024-12-27,4.067,1.074,141.288
2024-12-30,4.086,1.077,141.003
2024-12-31,4.022,1.045,141.216
2025-01-02,3.909,1.009,141.411
2025-01-03,3.869,0.993,141.787
2025-01-06,3.853,0.989,141.789
2025-01-07,3.88,1.018,141.558
2025-01-08,3.874,1.017,141.603
2025-01-09,3.866,1.015,141.298
2025-01-10,3.823,1.005,141.209
2025-01-13,3.808,1.005,141.039
2025-01-14,3.906,1.037,141.111
2025-01-15,3.883,1.032,141.267
2025-01-16,3.885,1.011,141.243
2025-01-17,3.898,1.02,141.178
2025-01-20,3.917,1.022,141.189
2025-01-21,3.922,1.031,141.219
2025-01-22,3.886,1.029,141.31
2025-01-23,3.897,1.021,141.146
2025-01-24,3.929,1.029,141.004
2025-01-27,3.907,1.009,141.496
2025-02-05,3.887,1.037,141.459
2025-02-06,3.932,1.067,141.594
2025-02-07,3.988,1.076,141.511
2025-02-10,3.992,1.094,141.281
2025-02-11,3.976,1.08,141.248
2025-02-12,4.014,1.099,141.25
2025-02-13,4.004,1.073,141.227
2025-02-14,4.034,1.078,140.926
2025-02-17,4.041,1.093,140.832
2025-02-18,4.012,1.066,140.637
2025-02-19,4.033,1.092,140.817
2025-02-20,4.021,1.091,140.583
2025-02-21,4.075,1.157,140.45
2025-02-24,4.062,1.161,140.064
2025-02-25,4.021,1.162,140.253
2025-02-26,4.054,1.186,140.265
2025-02-27,4.067,1.185,140.207
2025-02-28,3.994,1.133,140.254
2025-03-03,3.981,1.119,140.6
2025-03-04,3.977,1.139,140.594
2025-03-05,3.994,1.142,140.546
2025-03-06,4.049,1.181,140.417
2025-03-07,4.039,1.167,140.137
2025-03-10,4.023,1.163,139.905
2025-03-11,4.035,1.158,139.581
2025-03-12,4.025,1.15,140.073
2025-03-13,4.005,1.126,140.091
2025-03-14,4.106,1.146,140.066
2025-03-17,4.094,1.14,139.779
2025-03-18,4.103,1.146,139.88
2025-03-19,4.109,1.131,139.792
2025-03-20,4.076,1.119,139.965
2025-03-21,4.01,1.095,139.912
2025-03-24,4.027,1.101,139.844
2025-03-25,4.029,1.083,140.017
2025-03-26,4.013,1.081,140.176
2025-03-27,4.027,1.092,140.227
2025-03-28,4.008,1.081,140.197
2025-03-31,3.984,1.074,140.187
2025-04-01,3.982,1.076,140.18
2025-04-02,3.979,1.074,140.282
2025-04-03,3.959,1.068,140.794
2025-04-07,3.695,0.97,141.217
2025-04-08,3.73,0.986,141.103
2025-04-09,3.766,1.028,141.184
2025-04-10,3.829,1.042,141.318
2025-04-11,3.84,1.061,141.365
2025-04-14,3.848,1.064,141.243
2025-04-15,3.851,1.054,141.246
2025-04-16,3.86,1.061,141.364
2025-04-17,3.863,1.066,141.276
2025-04-18,3.873,1.059,141.217
2025-04-21,3.875,1.07,141.099
2025-04-22,3.878,1.066,141.15
2025-04-23,3.882,1.063,141.021
2025-04-24,3.882,1.052,140.903
2025-04-25,3.882,1.054,141.029
2025-04-28,3.876,1.051,140.991
2025-04-29,3.869,1.053,141.176
2025-04-30,3.866,1.062,141.283
2025-05-06,3.903,1.078,141.208
2025-05-07,3.927,1.081,141.17
2025-05-08,3.95,1.077,141.45
2025-05-09,3.945,1.056,141.41
2025-05-12,3.99,1.063,141.345
2025-05-13,3.994,1.06,141.251
2025-05-14,4.045,1.065,141.135
2025-05-15,4.011,1.05,141.037
2025-05-16,3.989,1.044,140.943
2025-05-19,3.983,1.045,141.012
2025-05-20,4.003,1.048,141.059
2025-05-21,4.019,1.045,141.044
2025-05-22,4.017,1.039,141.043
2025-05-23,3.988,1.03,141.149
2025-05-26,3.967,1.035,141.146
2025-05-27,3.946,1.028,141.094
2025-05-28,3.942,1.023,141.101
2025-05-29,3.966,1.04,140.943
2025-05-30,3.959,1.03,141.076
2025-06-03,3.957,1.034,141.069
2025-06-04,3.974,1.04,141.159
2025-06-05,3.984,1.051,141.226
2025-06-06,3.986,1.047,141.341
2025-06-09,3.995,1.053,141.39
2025-06-10,3.972,1.032,141.406
2025-06-11,4.004,1.031,141.399
2025-06-12,4.006,1.027,141.369
2025-06-13,3.98,1.022,141.398
2025-06-16,3.99,1.021,141.429
2025-06-17,3.989,1.012,141.583
2025-06-18,3.904,1.018,141.599
2025-06-19,3.873,1.012,141.605
2025-06-20,3.878,1.006,141.63
2025-06-23,3.891,1.012,141.601
2025-06-24,3.936,1.029,141.548
2025-06-25,4.001,1.048,141.512
2025-06-26,3.986,1.041,141.55
2025-06-27,3.963,1.041,141.645
2025-06-30,3.982,1.056,141.581
2025-07-01,3.988,1.048,141.631
2025-07-02,3.992,1.035,141.711
2025-07-03,4.015,1.036,141.729
2025-07-04,4.032,1.035,141.762
2025-07-07,4.014,1.029,141.741
2025-07-08,4.048,1.044,141.631
2025-07-09,4.045,1.036,141.629
2025-07-10,4.065,1.033,141.537
2025-07-11,4.079,1.047,141.499
2025-07-14,4.078,1.046,141.427
2025-07-15,4.078,1.048,141.567
2025-07-16,4.069,1.049,141.576
2025-07-17,4.102,1.057,141.568
2025-07-18,4.132,1.06,141.556
2025-07-21,4.157,1.061,141.469
2025-07-22,4.201,1.069,141.395
2025-07-23,4.199,1.074,141.341
2025-07-24,4.225,1.086,141.074
2025-07-25,4.203,1.109,141.105
2025-07-28,4.214,1.11,141.238
2025-07-29,4.235,1.125,141.064
2025-07-30,4.232,1.112,141.203
2025-07-31,4.155,1.101,141.313
2025-08-01,4.133,1.091,141.321
2025-08-04,4.152,1.104,141.293
2025-08-05,4.183,1.109,141.337
2025-08-06,4.194,1.113,141.351
2025-08-07,4.193,1.112,141.451
2025-08-08,4.183,1.096,141.508
2025-08-11,4.202,1.103,141.341
2025-08-12,4.228,1.124,141.313
2025-08-13,4.263,1.133,141.411
2025-08-14,4.256,1.142,141.358
2025-08-15,4.295,1.158,141.345
2025-08-18,4.327,1.183,141.047
2025-08-19,4.305,1.17,141.058
2025-08-20,4.364,1.208,140.996
2025-08-21,4.378,1.208,141.058
2025-08-22,4.479,1.323,141.021
2025-08-25,4.565,1.356,141.14
2025-08-26,4.541,1.336,141.146
2025-08-27,4.475,1.337,141.184
2025-08-28,4.559,1.433,141.116
2025-08-29,4.601,1.412,141.148
2025-09-01,4.616,1.431,141.259
2025-09-02,4.59,1.394,141.257
2025-09-03,4.549,1.365,141.402
2025-09-04,4.456,1.282,141.488
2025-09-05,4.554,1.326,141.279
2025-09-08,4.555,1.328,141.251
2025-09-09,4.528,1.307,141.231
2025-09-10,4.538,1.321,141.155
2025-09-11,4.66,1.393,141.256
2025-09-12,4.621,1.406,141.301
2025-09-15,4.629,1.409,141.39
2025-09-16,4.62,1.426,141.475
2025-09-17,4.653,1.44,141.632
2025-09-18,4.594,1.45,141.54
2025-09-19,4.604,1.431,141.385
2025-09-22,4.619,1.479,141.497
2025-09-23,4.622,1.475,139.922
2025-09-24,4.663,1.53,139.804
2025-09-25,4.695,1.548,139.752
2025-09-26,4.651,1.524,139.856
2025-09-29,4.728,1.543,139.821
2025-09-30,4.741,1.57,140.028
2025-10-09,4.816,1.618,140.123
2025-10-10,4.719,1.528,140.093
2025-10-13,4.692,1.546,140.134
2025-10-14,4.645,1.481,140.181
2025-10-15,4.706,1.501,140.14
2025-10-16,4.721,1.487,140.146
2025-10-17,4.624,1.433,140.246
2025-10-20,4.64,1.437,140.122
2025-10-21,4.71,1.477,140.142
2025-10-22,4.695,1.476,140.168
2025-10-23,4.713,1.473,140.128
2025-10-24,4.77,1.535,140.119
2025-10-27,4.826,1.558,140.166
2025-10-28,4.802,1.545,140.445
2025-10-29,4.862,1.565,140.561
2025-10-30,4.823,1.535,140.674
2025-10-31,4.756,1.488,140.69
2025-11-03,4.763,1.47,140.628
2025-11-04,4.729,1.455,140.621
2025-11-05,4.735,1.46,140.626
2025-11-06,4.805,1.509,140.56
2025-11-07,4.795,1.487,140.589
2025-11-10,4.807,1.478,140.585
2025-11-11,4.763,1.457,140.602
2025-11-12,4.765,1.449,140.66
2025-11-13,4.812,1.469,140.604
2025-11-14,4.741,1.431,140.587
2025-11-17,4.71,1.422,140.613
2025-11-18,4.683,1.427,140.621
2025-11-19,4.697,1.413,140.579
2025-11-20,4.676,1.396,140.652
2025-11-21,4.564,1.351,140.614
2025-11-24,4.557,1.36,140.63
2025-11-25,4.597,1.369,140.633
2025-11-26,4.626,1.382,140.481
2025-11-27,4.622,1.379,140.473
2025-11-28,4.635,1.393,140.528
2025-12-01,4.687,1.404,140.575
2025-12-02,4.666,1.387,140.54
2025-12-03,4.645,1.375,140.552
2025-12-04,4.657,1.394,140.411
2025-12-05,4.698,1.394,140.483
2025-12-08,4.732,1.42,140.468
2025-12-09,4.708,1.414,140.545
2025-12-10,4.702,1.415,140.566
2025-12-11,4.668,1.392,140.66
2025-12-12,4.694,1.418,140.621
2025-12-15,4.667,1.389,140.562
2025-12-16,4.62,1.361,140.536
2025-12-17,4.699,1.396,140.629
2025-12-18,4.668,1.376,140.713
2025-12-19,4.688,1.38,140.787
2025-12-22,4.73,1.405,140.715
2025-12-23,4.74,1.41,140.952
2025-12-24,4.757,1.423,140.894
2025-12-25,4.766,1.422,140.847
2025-12-26,4.784,1.419,140.285
2025-12-29,4.763,1.417,140.116
2025-12-30,4.773,1.433,140.093
2025-12-31,4.753,1.417,140.096
2026-01-05,4.844,1.479,139.965
2026-01-06,4.919,1.505,139.86
2026-01-07,4.901,1.52,139.783
2026-01-08,4.863,1.531,139.904
2026-01-09,4.885,1.554,139.893
2026-01-12,4.913,1.594,139.962
2026-01-13,4.896,1.549,140.002
2026-01-14,4.866,1.579,140.093
2026-01-15,4.875,1.573,140.148
2026-01-16,4.859,1.593,140.238
2026-01-19,4.738,1.586,140.229
2026-01-20,4.724,1.56,140.318
2026-01-21,4.73,1.616,140.315
2026-01-22,4.727,1.622,140.302
2026-01-23,4.704,1.635,140.349
2026-01-26,4.712,1.615,140.322
2026-01-27,4.71,1.64,140.335
2026-01-28,4.725,1.635,140.357
2026-01-29,4.768,1.589,140.443
2026-01-30,4.711,1.588,140.429
2026-02-02,4.6,1.528,140.432
2026-02-03,4.664,1.548,140.481
2026-02-04,4.707,1.531,140.466
2026-02-05,4.679,1.508,140.55
2026-02-06,4.649,1.499,140.586
2026-02-09,4.727,1.535,140.672
2026-02-10,4.733,1.55,140.669
2026-02-11,4.723,1.533,140.733
2026-02-12,4.727,1.559,140.791
2026-02-13,4.671,1.548,140.845
2026-02-24,4.716,1.543,140.861
2026-02-25,4.75,1.552,140.745
2026-02-26,4.735,1.564,140.61
2026-02-27,4.725,1.566,140.698
2026-03-02,4.739,1.544,140.819
2026-03-03,4.678,1.464,140.808
2026-03-04,4.61,1.459,140.929
2026-03-05,4.654,1.482,140.87
2026-03-06,4.667,1.491,140.906
2026-03-09,4.629,1.465,140.737
2026-03-10,4.683,1.495,140.745
2026-03-11,4.711,1.477,140.735
2026-03-12,4.694,1.456,140.739
2026-03-13,4.677,1.45,140.772
2026-03-16,4.68,1.458,140.678
2026-03-17,4.646,1.428,140.68
