date,CSI300,STAR50,CGB
2021-06-21,5.119,1.584,123.227
2021-06-22,5.145,1.58,123.161
2021-06-23,5.176,1.588,123.13
2021-06-24,5.189,1.561,123.047
2021-06-25,5.27,1.595,123.091
2021-06-28,5.279,1.618,123.231
2021-06-29,5.225,1.621,123.378
2021-06-30,5.256,1.648,123.523
2021-07-01,5.254,1.633,123.485
2021-07-02,5.113,1.594,123.467
2021-07-05,5.12,1.64,123.482
2021-07-06,5.127,1.591,123.518
2021-07-07,5.18,1.624,123.655
2021-07-08,5.136,1.67,123.837
2021-07-09,5.112,1.644,123.887
2021-07-12,5.18,1.66,123.912
2021-07-13,5.196,1.654,124.212
2021-07-14,5.139,1.616,124.279
2021-07-15,5.207,1.617,124.022
2021-07-16,5.156,1.584,124.1
2021-07-19,5.178,1.573,124.114
2021-07-20,5.165,1.577,124.204
2021-07-21,5.204,1.623,124.321
2021-07-22,5.209,1.638,124.341
2021-07-23,5.157,1.627,124.386
2021-07-26,4.982,1.616,124.701
2021-07-27,4.809,1.605,124.856
2021-07-28,4.819,1.574,124.721
2021-07-29,4.906,1.651,124.646
2021-07-30,4.872,1.651,124.826
2021-08-02,4.993,1.657,125.17
2021-08-03,4.995,1.621,125.111
2021-08-04,5.039,1.665,125.034
2021-08-05,5.009,1.664,124.984
2021-08-06,4.993,1.65,125.019
2021-08-09,5.048,1.631,124.731
2021-08-10,5.105,1.647,124.615
2021-08-11,5.078,1.639,124.493
2021-08-12,5.046,1.646,124.6
2021-08-13,5.019,1.611,124.832
2021-08-16,5.016,1.607,124.827
2021-08-17,4.904,1.566,125.025
2021-08-18,4.957,1.565,125.102
2021-08-19,4.923,1.603,125.088
2021-08-20,4.833,1.59,125.166
2021-08-23,4.905,1.621,125.092
2021-08-24,4.957,1.636,125.04
2021-08-25,4.971,1.601,125.085
2021-08-26,4.886,1.555,124.777
2021-08-27,4.899,1.538,124.815
2021-08-30,4.881,1.527,124.86
2021-08-31,4.879,1.491,125.033
2021-09-01,4.949,1.48,125.1
2021-09-02,4.945,1.456,125.093
2021-09-03,4.918,1.457,125.128
2021-09-06,5.002,1.493,125.024
2021-09-07,5.065,1.494,124.928
2021-09-08,5.044,1.467,124.893
2021-09-09,5.042,1.454,124.907
2021-09-10,5.091,1.482,124.905
2021-09-13,5.064,1.438,124.859
2021-09-14,4.998,1.452,124.792
2021-09-15,4.945,1.437,124.815
2021-09-16,4.889,1.402,124.65
2021-09-17,4.928,1.413,124.758
2021-09-22,4.895,1.41,124.821
2021-09-23,4.924,1.419,124.986
2021-09-24,4.931,1.428,124.975
2021-09-27,4.963,1.424,124.971
2021-09-28,4.954,1.407,124.989
2021-09-29,4.921,1.399,125.291
2021-09-30,4.935,1.423,125.349
2021-10-08,5.006,1.417,125.148
2021-10-11,5.005,1.404,124.99
2021-10-12,4.953,1.371,124.806
2021-10-13,5.009,1.395,124.76
2021-10-14,4.982,1.398,124.789
2021-10-15,5.006,1.418,124.77
2021-10-18,4.948,1.405,124.392
2021-10-19,4.995,1.42,124.38
2021-10-20,4.981,1.424,124.42
2021-10-21,5.003,1.415,124.598
2021-10-22,5.036,1.423,124.453
2021-10-25,5.053,1.434,124.48
2021-10-26,5.036,1.429,124.573
2021-10-27,4.97,1.412,124.609
2021-10-28,4.949,1.412,124.589
2021-10-29,4.981,1.45,124.686
2021-11-01,4.965,1.459,124.777
2021-11-02,4.913,1.46,124.878
2021-11-03,4.893,1.454,124.976
2021-11-04,4.94,1.466,124.932
2021-11-05,4.923,1.453,125.06
2021-11-08,4.919,1.454,125.173
2021-11-09,4.917,1.476,125.065
2021-11-10,4.892,1.475,125.228
2021-11-11,4.972,1.493,125.193
2021-11-12,4.97,1.497,125.055
2021-11-15,4.964,1.486,125.149
2021-11-16,4.96,1.475,125.197
2021-11-17,4.959,1.491,125.199
2021-11-18,4.915,1.479,125.281
2021-11-19,4.97,1.501,125.208
2021-11-22,4.983,1.533,125.256
2021-11-23,4.986,1.532,125.258
2021-11-24,4.997,1.527,125.349
2021-11-25,4.978,1.524,125.42
2021-11-26,4.936,1.515,125.674
2021-11-29,4.929,1.531,125.511
2021-11-30,4.911,1.53,125.529
2021-12-01,4.924,1.511,125.47
2021-12-02,4.934,1.483,125.404
2021-12-03,4.979,1.499,125.23
2021-12-06,4.974,1.462,125.481
2021-12-07,5.002,1.447,125.424
2021-12-08,5.074,1.468,125.455
2021-12-09,5.158,1.489,125.41
2021-12-10,5.143,1.499,125.489
2021-12-13,5.156,1.495,125.485
2021-12-14,5.125,1.493,125.682
2021-12-15,5.079,1.475,125.693
2021-12-16,5.106,1.478,125.654
2021-12-17,5.033,1.452,125.83
2021-12-20,4.958,1.421,125.806
2021-12-21,4.979,1.431,125.755
2021-12-22,4.982,1.428,125.829
2021-12-23,5.02,1.43,125.859
2021-12-24,4.997,1.415,125.85
2021-12-27,5.001,1.411,125.961
2021-12-28,5.027,1.422,126.021
2021-12-29,4.96,1.41,126.052
2021-12-30,4.996,1.43,126.372
2021-12-31,5.008,1.452,126.479
2022-01-04,4.99,1.42,126.418
2022-01-05,4.943,1.384,126.283
2022-01-06,4.887,1.375,126.214
2022-01-07,4.899,1.358,126.224
2022-01-10,4.912,1.372,126.368
2022-01-11,4.867,1.344,126.54
2022-01-12,4.919,1.366,126.588
2022-01-13,4.838,1.348,126.573
2022-01-14,4.794,1.366,126.869
2022-01-17,4.835,1.391,126.832
2022-01-18,4.881,1.395,127.198
2022-01-19,4.78,1.378,127.138
2022-01-20,4.818,1.362,127.116
2022-01-21,4.784,1.344,127.426
2022-01-24,4.786,1.362,127.875
2022-01-25,4.68,1.327,127.842
2022-01-26,4.706,1.326,127.259
2022-01-27,4.625,1.291,127.206
2022-01-28,4.554,1.283,127.464
2022-02-07,4.626,1.284,127.353
2022-02-08,4.604,1.256,127.504
2022-02-09,4.643,1.26,127.571
2022-02-10,4.632,1.238,127.687
2022-02-11,4.596,1.217,127.146
2022-02-14,4.547,1.22,127.035
2022-02-15,4.589,1.25,127.037
2022-02-16,4.61,1.245,127.134
2022-02-17,4.62,1.255,127.145
2022-02-18,4.644,1.252,127.067
2022-02-21,4.627,1.241,126.785
2022-02-22,4.567,1.231,126.716
2022-02-23,4.615,1.279,126.849
2022-02-24,4.53,1.266,126.893
2022-02-25,4.565,1.29,126.97
2022-02-28,4.571,1.297,127.013
2022-03-01,4.609,1.29,126.794
2022-03-02,4.574,1.281,126.737
2022-03-03,4.545,1.26,126.743
2022-03-04,4.494,1.254,126.683
2022-03-07,4.346,1.217,126.948
2022-03-08,4.264,1.183,127.075
2022-03-09,4.224,1.184,126.8
2022-03-10,4.284,1.201,126.852
2022-03-11,4.312,1.212,127.079
2022-03-14,4.172,1.174,127.44
2022-03-15,3.973,1.142,126.974
2022-03-16,4.146,1.172,126.91
2022-03-17,4.23,1.189,126.934
2022-03-18,4.258,1.19,127.105
2022-03-21,4.252,1.2,127.055
2022-03-22,4.248,1.181,126.91
2022-03-23,4.273,1.191,126.951
2022-03-24,4.246,1.182,127.055
2022-03-25,4.169,1.153,127.16
2022-03-28,4.144,1.136,127.165
2022-03-29,4.126,1.125,127.107
2022-03-30,4.249,1.158,127.077
2022-03-31,4.218,1.137,126.976
2022-04-01,4.269,1.135,127.134
2022-04-06,4.257,1.103,127.25
2022-04-07,4.205,1.081,127.395
2022-04-08,4.233,1.072,127.566
2022-04-11,4.101,1.032,127.31
2022-04-12,4.171,1.038,127.357
2022-04-13,4.139,1.006,127.394
2022-04-14,4.183,1.017,127.595
2022-04-15,4.181,1.017,127.483
2022-04-18,4.161,1.047,127.335
2022-04-19,4.134,1.03,127.384
2022-04-20,4.064,1.013,127.42
2022-04-21,3.996,1.001,127.31
2022-04-22,4.006,0.983,127.278
2022-04-25,3.813,0.924,127.285
2022-04-26,3.783,0.909,127.357
2022-04-27,3.889,0.945,127.316
2022-04-28,3.915,0.941,127.248
2022-04-29,4.015,0.986,127.379
2022-05-05,4.0,0.994,127.38
2022-05-06,3.903,0.984,127.285
2022-05-09,3.871,0.987,127.367
2022-05-10,3.916,1.014,127.629
2022-05-11,3.971,1.045,127.532
2022-05-12,3.951,1.056,127.6
2022-05-13,3.982,1.055,127.708
2022-05-16,3.951,1.038,127.693
2022-05-17,4.0,1.052,127.842
2022-05-18,3.986,1.057,128.04
2022-05-19,3.995,1.08,127.936
2022-05-20,4.079,1.089,127.867
2022-05-23,4.047,1.089,127.922
2022-05-24,3.965,1.041,127.984
2022-05-25,3.982,1.049,128.084
2022-05-26,3.992,1.048,128.316
2022-05-27,4.002,1.036,128.1
2022-05-30,4.025,1.044,127.95
2022-05-31,4.089,1.078,127.831
2022-06-01,4.083,1.078,127.795
2022-06-02,4.094,1.126,127.774
2022-06-06,4.176,1.169,127.815
2022-06-07,4.182,1.16,127.809
2022-06-08,4.224,1.158,127.779
2022-06-09,4.19,1.128,127.8
2022-06-10,4.248,1.149,127.754
2022-06-13,4.196,1.134,127.748
2022-06-14,4.236,1.117,127.687
2022-06-15,4.285,1.111,127.63
2022-06-16,4.258,1.126,127.625
2022-06-17,4.321,1.143,127.73
2022-06-20,4.342,1.143,127.714
2022-06-21,4.34,1.131,127.697
2022-06-22,4.29,1.11,127.792
2022-06-23,4.365,1.132,127.792
2022-06-24,4.413,1.152,127.799
2022-06-27,4.461,1.152,127.607
2022-06-28,4.513,1.168,127.622
2022-06-29,4.458,1.14,127.721
2022-06-30,4.508,1.155,127.725
2022-07-01,4.493,1.142,127.907
2022-07-04,4.521,1.142,127.686
2022-07-05,4.511,1.139,127.568
2022-07-06,4.452,1.15,127.605
2022-07-07,4.468,1.161,127.613
2022-07-08,4.464,1.153,127.556
2022-07-11,4.388,1.129,127.601
2022-07-12,4.352,1.096,127.677
2022-07-13,4.359,1.099,127.753
2022-07-14,4.36,1.125,127.852
2022-07-15,4.295,1.121,128.028
2022-07-18,4.341,1.119,127.939
2022-07-19,4.319,1.11,127.891
2022-07-20,4.331,1.128,127.942
2022-07-21,4.286,1.142,128.015
2022-07-22,4.289,1.133,128.108
2022-07-25,4.271,1.124,128.129
2022-07-26,4.3,1.133,128.257
2022-07-27,4.276,1.147,128.266
2022-07-28,4.279,1.161,128.24
2022-07-29,4.22,1.139,128.499
2022-08-01,4.238,1.154,128.694
2022-08-02,4.167,1.149,128.877
2022-08-03,4.122,1.152,128.833
2022-08-04,4.153,1.167,128.985
2022-08-05,4.218,1.216,128.795
2022-08-08,4.204,1.206,128.82
2022-08-09,4.211,1.218,128.734
2022-08-10,4.166,1.208,128.787
2022-08-11,4.254,1.229,128.752
2022-08-12,4.255,1.201,128.755
2022-08-15,4.245,1.195,129.205
2022-08-16,4.235,1.19,129.384
2022-08-17,4.276,1.186,129.414
2022-08-18,4.239,1.2,129.5
2022-08-19,4.209,1.161,129.589
2022-08-22,4.236,1.158,129.595
2022-08-23,4.222,1.159,129.505
2022-08-24,4.145,1.119,129.475
2022-08-25,4.181,1.106,129.391
2022-08-26,4.175,1.095,129.332
2022-08-29,4.15,1.102,129.34
2022-08-30,4.141,1.098,129.456
2022-08-31,4.141,1.077,129.508
2022-09-01,4.107,1.076,129.521
2022-09-02,4.084,1.079,129.675
2022-09-05,4.082,1.074,129.729
2022-09-06,4.111,1.087,129.685
2022-09-07,4.119,1.102,129.691
2022-09-08,4.101,1.092,129.643
2022-09-09,4.159,1.083,129.532
2022-09-13,4.173,1.078,129.426
2022-09-14,4.127,1.08,129.313
2022-09-15,4.09,1.046,129.308
2022-09-16,4.0,1.045,129.193
2022-09-19,3.989,1.021,129.208
2022-09-20,3.991,1.028,129.352
2022-09-21,3.961,1.016,129.378
2022-09-22,3.932,1.021,129.375
2022-09-23,3.924,1.006,129.248
2022-09-26,3.899,1.004,128.946
2022-09-27,3.949,1.019,128.948
2022-09-28,3.893,0.999,128.905
2022-09-29,3.894,1.004,128.684
2022-09-30,3.868,0.981,128.78
2022-10-10,3.789,0.937,128.99
2022-10-11,3.786,0.932,129.159
2022-10-12,3.848,0.967,129.071
2022-10-13,3.815,0.969,129.158
2022-10-14,3.903,0.998,129.45
2022-10-17,3.902,1.005,129.265
2022-10-18,3.895,1.002,129.246
2022-10-19,3.836,0.993,129.339
2022-10-20,3.824,1.006,129.249
2022-10-21,3.802,1.012,129.264
2022-10-24,3.704,1.012,129.375
2022-10-25,3.688,1.016,129.297
2022-10-26,3.716,1.051,129.303
2022-10-27,3.69,1.048,129.394
2022-10-28,3.604,1.038,129.575
2022-10-31,3.565,1.06,129.668
2022-11-01,3.703,1.071,129.537
2022-11-02,3.737,1.084,129.42
2022-11-03,3.707,1.096,129.537
2022-11-04,3.834,1.121,129.413
2022-11-07,3.834,1.108,129.412
2022-11-08,3.811,1.098,129.441
2022-11-09,3.771,1.085,129.51
2022-11-10,3.75,1.067,129.419
2022-11-11,3.848,1.069,129.167
2022-11-14,3.85,1.071,128.821
2022-11-15,3.925,1.1,128.68
2022-11-16,3.896,1.081,128.481
2022-11-17,3.879,1.088,128.64
2022-11-18,3.866,1.076,128.57
2022-11-21,3.833,1.079,128.809
2022-11-22,3.831,1.061,128.863
2022-11-23,3.834,1.063,129.083
2022-11-24,3.816,1.06,129.243
2022-11-25,3.837,1.045,129.0
2022-11-28,3.792,1.038,128.763
2022-11-29,3.908,1.048,128.414
2022-11-30,3.911,1.041,128.508
2022-12-01,3.956,1.054,128.582
2022-12-02,3.933,1.054,128.621
2022-12-05,4.004,1.051,128.564
2022-12-06,4.027,1.049,128.431
2022-12-07,4.015,1.046,128.355
2022-12-08,4.024,1.044,128.541
2022-12-09,4.058,1.044,128.431
2022-12-12,4.016,1.048,128.452
2022-12-13,4.005,1.031,128.155
2022-12-14,4.015,1.026,128.42
2022-12-15,4.013,1.033,128.501
2022-12-16,4.017,1.02,128.469
2022-12-19,3.959,0.996,128.657
2022-12-20,3.896,0.994,128.669
2022-12-21,3.893,0.981,128.599
2022-12-22,3.901,0.971,128.64
2022-12-23,3.891,0.962,128.678
2022-12-26,3.9,0.992,128.627
2022-12-27,3.947,1.004,128.641
2022-12-28,3.934,0.998,128.826
2022-12-29,3.922,1.004,128.897
2022-12-30,3.938,1.003,129.104
2023-01-03,3.949,1.023,129.067
2023-01-04,3.954,1.016,129.288
2023-01-05,4.029,1.026,129.221
2023-01-06,4.045,1.032,128.957
2023-01-09,4.07,1.032,128.96
2023-01-10,4.076,1.032,128.885
2023-01-11,4.076,1.014,128.75
2023-01-12,4.082,1.016,128.785
2023-01-13,4.144,1.017,128.813
2023-01-16,4.143,1.035,128.71
2023-01-17,4.139,1.045,128.719
2023-01-18,4.13,1.05,128.7
2023-01-19,4.158,1.068,128.729
2023-01-20,4.181,1.073,128.854
2023-01-30,4.205,1.074,128.854
2023-01-31,4.159,1.058,128.838
2023-02-01,4.19,1.071,128.887
2023-02-02,4.18,1.075,128.972
2023-02-03,4.137,1.078,129.018
2023-02-06,4.08,1.068,128.956
2023-02-07,4.09,1.063,128.975
2023-02-08,4.073,1.054,129.018
2023-02-09,4.127,1.082,129.028
2023-02-10,4.103,1.068,129.079
2023-02-13,4.135,1.069,129.089
2023-02-14,4.144,1.065,129.093
2023-02-15,4.116,1.067,129.099
2023-02-16,4.087,1.049,129.087
2023-02-17,4.029,1.029,129.102
2023-02-20,4.134,1.042,129.008
2023-02-21,4.139,1.038,128.967
2023-02-22,4.099,1.032,128.992
2023-02-23,4.099,1.035,128.99
2023-02-24,4.06,1.033,128.993
2023-02-27,4.045,1.028,128.972
2023-02-28,4.071,1.033,128.954
2023-03-01,4.12,1.038,128.963
2023-03-02,4.115,1.032,128.991
2023-03-03,4.124,1.043,128.974
2023-03-06,4.099,1.053,129.063
2023-03-07,4.042,1.034,129.163
2023-03-08,4.026,1.038,129.232
2023-03-09,4.016,1.041,129.251
2023-03-10,3.961,1.037,129.3
2023-03-13,4.005,1.04,129.295
2023-03-14,3.98,1.055,129.338
2023-03-15,3.979,1.048,129.307
2023-03-16,3.933,1.032,129.366
2023-03-17,3.954,1.056,129.436
2023-03-20,3.932,1.068,129.521
2023-03-21,3.975,1.07,129.459
2023-03-22,3.993,1.074,129.453
2023-03-23,4.031,1.099,129.427
2023-03-24,4.026,1.104,129.373
2023-03-27,4.005,1.098,129.383
2023-03-28,3.997,1.08,129.407
2023-03-29,3.997,1.103,129.435
2023-03-30,4.04,1.108,129.47
2023-03-31,4.05,1.124,129.48
2023-04-03,4.08,1.169,129.47
2023-04-04,4.1,1.172,129.514
2023-04-06,4.088,1.193,129.554
2023-04-07,4.117,1.207,129.587
2023-04-10,4.102,1.172,129.697
2023-04-11,4.092,1.165,129.742
2023-04-12,4.088,1.173,129.775
2023-04-13,4.063,1.143,129.746
2023-04-14,4.084,1.182,129.711
2023-04-17,4.145,1.186,129.683
2023-04-18,4.152,1.172,129.736
2023-04-19,4.119,1.178,129.812
2023-04-20,4.103,1.211,129.792
2023-04-21,4.03,1.164,129.851
2023-04-24,3.979,1.142,129.884
2023-04-25,3.96,1.12,129.894
2023-04-26,3.951,1.116,129.895
2023-04-27,3.986,1.112,130.078
2023-04-28,4.025,1.133,130.135
2023-05-04,4.025,1.109,130.247
2023-05-05,4.009,1.093,130.479
2023-05-08,4.054,1.102,130.415
2023-05-09,4.019,1.078,130.463
2023-05-10,3.988,1.069,130.633
2023-05-11,3.983,1.07,130.811
2023-05-12,3.932,1.056,130.74
2023-05-15,3.995,1.067,130.81
2023-05-16,3.978,1.068,130.74
2023-05-17,3.951,1.072,130.728
2023-05-18,3.95,1.078,130.688
2023-05-19,3.944,1.084,130.774
2023-05-22,3.964,1.075,130.935
2023-05-23,3.907,1.06,131.26
2023-05-24,3.854,1.055,131.183
2023-05-25,3.845,1.065,131.02
2023-05-26,3.85,1.082,131.014
2023-05-29,3.834,1.072,131.044
2023-05-30,3.838,1.09,131.15
2023-05-31,3.802,1.097,131.218
2023-06-01,3.81,1.1,131.326
2023-06-02,3.863,1.1,131.148
2023-06-05,3.845,1.096,131.279
2023-06-06,3.808,1.067,131.328
2023-06-07,3.796,1.065,131.453
2023-06-08,3.828,1.053,131.393
2023-06-09,3.844,1.077,131.47
2023-06-12,3.848,1.071,131.544
2023-06-13,3.877,1.084,131.69
2023-06-14,3.877,1.08,131.785
2023-06-15,3.942,1.08,131.437
2023-06-16,3.979,1.098,131.158
2023-06-19,3.949,1.1,131.196
2023-06-20,3.942,1.101,131.222
2023-06-21,3.887,1.066,131.36
2023-06-26,3.843,1.057,131.439
2023-06-27,3.869,1.06,131.363
2023-06-28,3.877,1.055,131.385
2023-06-29,3.859,1.047,131.351
2023-06-30,3.882,1.052,131.529
2023-07-03,3.927,1.055,131.589
2023-07-04,3.934,1.061,131.567
2023-07-05,3.907,1.051,131.756
2023-07-06,3.879,1.048,131.799
2023-07-07,3.868,1.037,131.812
2023-07-10,3.884,1.039,131.804
2023-07-11,3.91,1.046,131.82
2023-07-12,3.891,1.03,131.817
2023-07-13,3.954,1.039,131.799
2023-07-14,3.952,1.036,131.758
2023-07-17,3.924,1.028,131.85
2023-07-18,3.918,1.025,131.932
2023-07-19,3.916,1.019,131.966
2023-07-20,3.888,1.007,131.963
2023-07-21,3.89,1.0,132.096
2023-07-24,3.873,0.995,132.132
2023-07-25,3.985,1.009,131.801
2023-07-26,3.976,1.006,131.825
2023-07-27,3.972,0.997,131.937
2023-07-28,4.068,1.007,131.846
2023-07-31,4.084,1.015,131.727
2023-08-01,4.066,1.014,131.821
2023-08-02,4.037,1.012,131.826
2023-08-03,4.073,1.015,131.883
2023-08-04,4.094,1.021,131.927
2023-08-07,4.063,1.014,131.983
2023-08-08,4.048,1.01,132.01
2023-08-09,4.04,1.001,132.035
2023-08-10,4.045,1.003,131.984
2023-08-11,3.95,0.983,132.022
2023-08-14,3.923,0.974,132.088
2023-08-15,3.919,0.96,132.361
2023-08-16,3.889,0.944,132.432
2023-08-17,3.902,0.954,132.39
2023-08-18,3.852,0.95,132.457
2023-08-21,3.8,0.936,132.578
2023-08-22,3.823,0.946,132.504
2023-08-23,3.768,0.922,132.491
2023-08-24,3.791,0.929,132.46
2023-08-25,3.784,0.912,132.397
2023-08-28,3.837,0.922,132.232
2023-08-29,3.859,0.97,132.07
2023-08-30,3.858,0.988,132.323
2023-08-31,3.839,0.987,132.349
2023-09-01,3.862,0.98,132.208
2023-09-04,3.92,0.989,131.888
2023-09-05,3.893,0.975,131.983
2023-09-06,3.883,0.979,131.883
2023-09-07,3.83,0.942,131.722
2023-09-08,3.809,0.944,131.827
2023-09-11,3.837,0.951,131.827
2023-09-12,3.832,0.945,131.85
2023-09-13,3.807,0.932,131.984
2023-09-14,3.804,0.925,132.051
2023-09-15,3.787,0.929,131.985
2023-09-18,3.8,0.923,131.843
2023-09-19,3.795,0.917,131.828
2023-09-20,3.777,0.908,131.776
2023-09-21,3.742,0.904,131.873
2023-09-22,3.817,0.927,131.778
2023-09-25,3.789,0.919,131.751
2023-09-26,3.768,0.92,131.602
2023-09-27,3.778,0.925,131.304
2023-09-28,3.764,0.932,131.882
2023-10-09,3.754,0.93,131.993
2023-10-10,3.727,0.924,131.899
2023-10-11,3.735,0.937,131.659
2023-10-12,3.771,0.943,131.64
2023-10-13,3.736,0.934,131.749
2023-10-16,3.693,0.916,131.763
2023-10-17,3.705,0.924,131.698
2023-10-18,3.677,0.913,131.673
2023-10-19,3.6,0.911,131.438
2023-10-20,3.582,0.904,131.54
2023-10-23,3.544,0.883,131.662
2023-10-24,3.549,0.893,131.6
2023-10-25,3.569,0.891,131.754
2023-10-26,3.582,0.892,131.91
2023-10-27,3.636,0.906,131.85
2023-10-30,3.652,0.92,132.026
2023-10-31,3.644,0.917,132.066
2023-11-01,3.642,0.913,132.093
2023-11-02,3.625,0.903,132.191
2023-11-03,3.653,0.918,132.182
2023-11-06,3.701,0.934,132.145
2023-11-07,3.69,0.935,132.18
2023-11-08,3.679,0.943,132.193
2023-11-09,3.682,0.937,132.2
2023-11-10,3.655,0.931,132.205
2023-11-13,3.65,0.937,132.363
2023-11-14,3.65,0.946,132.352
2023-11-15,3.675,0.942,132.349
2023-11-16,3.639,0.928,132.425
2023-11-17,3.634,0.932,132.437
2023-11-20,3.645,0.934,132.367
2023-11-21,3.65,0.927,132.306
2023-11-22,3.611,0.913,132.155
2023-11-23,3.63,0.918,131.99
2023-11-24,3.605,0.906,132.086
2023-11-27,3.581,0.909,132.067
2023-11-28,3.585,0.913,132.055
2023-11-29,3.558,0.906,132.007
2023-11-30,3.562,0.907,132.101
2023-12-01,3.548,0.91,132.2
2023-12-04,3.524,0.906,132.105
2023-12-05,3.458,0.89,132.091
2023-12-06,3.463,0.892,132.073
2023-12-07,3.454,0.891,132.144
2023-12-08,3.461,0.91,132.21
2023-12-11,3.485,0.923,132.395
2023-12-12,3.493,0.917,132.383
2023-12-13,3.435,0.907,132.565
2023-12-14,3.419,0.902,132.441
2023-12-15,3.412,0.895,132.558
2023-12-18,3.398,0.886,132.665
2023-12-19,3.4,0.892,132.652
2023-12-20,3.369,0.881,132.561
2023-12-21,3.4,0.893,132.61
2023-12-22,3.406,0.888,132.787
2023-12-25,3.415,0.883,132.895
2023-12-26,3.395,0.868,132.997
2023-12-27,3.405,0.873,133.126
2023-12-28,3.489,0.894,133.245
2023-12-29,3.499,0.897,133.363
2024-01-02,3.453,0.886,133.252
2024-01-03,3.443,0.874,133.217
2024-01-04,3.413,0.866,133.32
2024-01-05,3.396,0.849,133.457
2024-01-08,3.349,0.824,133.423
2024-01-09,3.357,0.824,133.444
2024-01-10,3.341,0.818,133.427
2024-01-11,3.36,0.829,133.46
2024-01-12,3.349,0.818,133.417
2024-01-15,3.345,0.813,133.373
2024-01-16,3.367,0.817,133.282
2024-01-17,3.292,0.795,133.379
2024-01-18,3.268,0.806,133.35
2024-01-19,3.275,0.803,133.575
2024-01-22,3.206,0.776,133.637
2024-01-23,3.228,0.786,133.559
2024-01-24,3.279,0.788,133.512
2024-01-25,3.335,0.804,133.682
2024-01-26,3.329,0.785,133.775
2024-01-29,3.299,0.764,133.821
2024-01-30,3.243,0.735,134.167
2024-01-31,3.222,0.722,134.2
2024-02-01,3.218,0.726,134.078
2024-02-02,3.188,0.707,134.066
2024-02-05,3.208,0.709,134.224
2024-02-06,3.311,0.757,134.023
2024-02-07,3.34,0.777,133.961
2024-02-08,3.362,0.786,134.2
2024-02-19,3.389,0.798,134.16
2024-02-20,3.401,0.79,134.202
2024-02-21,3.449,0.791,134.285
2024-02-22,3.475,0.799,134.343
2024-02-23,3.478,0.801,134.509
2024-02-26,3.443,0.806,134.521
2024-02-27,3.484,0.836,134.559
2024-02-28,3.448,0.808,134.57
2024-02-29,3.503,0.847,134.621
2024-03-01,3.53,0.855,134.54
2024-03-04,3.527,0.856,134.545
2024-03-05,3.556,0.857,134.55
2024-03-06,3.542,0.85,134.73
2024-03-07,3.523,0.832,134.846
2024-03-08,3.533,0.841,134.793
2024-03-11,3.581,0.857,134.708
2024-03-12,3.586,0.856,134.581
2024-03-13,3.565,0.853,134.544
2024-03-14,3.552,0.842,134.471
2024-03-15,3.561,0.847,134.554
2024-03-18,3.592,0.864,134.677
2024-03-19,3.569,0.852,134.783
2024-03-20,3.572,0.854,134.759
2024-03-21,3.57,0.846,134.783
2024-03-22,3.539,0.832,134.816
2024-03-25,3.52,0.82,134.752
2024-03-26,3.531,0.81,134.737
2024-03-27,3.493,0.789,134.791
2024-03-28,3.51,0.799,134.775
2024-03-29,3.526,0.8,134.923
2024-04-01,3.584,0.813,134.878
2024-04-02,3.572,0.806,134.926
2024-04-03,3.558,0.794,135.063
2024-04-08,3.529,0.778,135.23
2024-04-09,3.523,0.785,135.355
2024-04-10,3.497,0.773,135.369
2024-04-11,3.494,0.774,135.394
2024-04-12,3.466,0.773,135.569
2024-04-15,3.539,0.785,135.55
2024-04-16,3.507,0.768,135.477
2024-04-17,3.553,0.785,135.512
2024-04-18,3.559,0.781,135.618
2024-04-19,3.531,0.765,135.706
2024-04-22,3.524,0.766,135.787
2024-04-23,3.499,0.763,135.977
2024-04-24,3.513,0.773,135.618
2024-04-25,3.523,0.768,135.713
2024-04-26,3.573,0.787,135.489
2024-04-29,3.616,0.812,134.929
2024-04-30,3.598,0.804,135.312
2024-05-06,3.648,0.813,135.525
2024-05-07,3.65,0.806,135.691
2024-05-08,3.621,0.797,135.715
2024-05-09,3.656,0.815,135.596
2024-05-10,3.658,0.804,135.572
2024-05-13,3.655,0.798,135.716
2024-05-14,3.649,0.796,135.791
2024-05-15,3.623,0.784,135.79
2024-05-16,3.635,0.781,135.726
2024-05-17,3.676,0.79,135.627
2024-05-20,3.684,0.789,135.789
2024-05-21,3.672,0.783,135.719
2024-05-22,3.68,0.789,135.777
2024-05-23,3.643,0.777,135.871
2024-05-24,3.602,0.761,135.874
2024-05-27,3.632,0.772,135.84
2024-05-28,3.609,0.769,135.916
2024-05-29,3.61,0.769,135.988
2024-05-30,3.596,0.777,136.041
2024-05-31,3.582,0.778,136.018
2024-06-03,3.587,0.785,136.16
2024-06-04,3.612,0.789,136.192
2024-06-05,3.599,0.788,136.231
2024-06-06,3.599,0.779,136.205
2024-06-07,3.576,0.775,136.254
2024-06-11,3.551,0.794,136.254
2024-06-12,3.547,0.793,136.236
2024-06-13,3.534,0.796,136.249
2024-06-14,3.554,0.791,136.27
2024-06-17,3.544,0.794,136.327
2024-06-18,3.555,0.794,136.364
2024-06-19,3.545,0.787,136.391
2024-06-20,3.522,0.791,136.506
2024-06-21,3.516,0.795,136.437
2024-06-24,3.499,0.774,136.52
2024-06-25,3.478,0.751,136.562
2024-06-26,3.499,0.764,136.662
2024-06-27,3.48,0.75,136.803
2024-06-28,3.487,0.745,136.899
2024-07-01,3.501,0.743,136.672
2024-07-02,3.496,0.732,136.795
