date,CGB,CSI300,STAR50
2021-06-23,123.13,5.176,1.588
2021-06-24,123.047,5.189,1.561
2021-06-25,123.091,5.27,1.595
2021-06-28,123.231,5.279,1.618
2021-06-29,123.378,5.225,1.621
2021-06-30,123.523,5.256,1.648
2021-07-01,123.485,5.254,1.633
2021-07-02,123.467,5.113,1.594
2021-07-05,123.482,5.12,1.64
2021-07-06,123.518,5.127,1.591
2021-07-07,123.655,5.18,1.624
2021-07-08,123.837,5.136,1.67
2021-07-09,123.887,5.112,1.644
2021-07-12,123.912,5.18,1.66
2021-07-13,124.212,5.196,1.654
2021-07-14,124.279,5.139,1.616
2021-07-15,124.022,5.207,1.617
2021-07-16,124.1,5.156,1.584
2021-07-19,124.114,5.178,1.573
2021-07-20,124.204,5.165,1.577
2021-07-21,124.321,5.204,1.623
2021-07-22,124.341,5.209,1.638
2021-07-23,124.386,5.157,1.627
2021-07-26,124.701,4.982,1.616
2021-07-27,124.856,4.809,1.605
2021-07-28,124.721,4.819,1.574
2021-07-29,124.646,4.906,1.651
2021-07-30,124.826,4.872,1.651
2021-08-02,125.17,4.993,1.657
2021-08-03,125.111,4.995,1.621
2021-08-04,125.034,5.039,1.665
2021-08-05,124.984,5.009,1.664
2021-08-06,125.019,4.993,1.65
2021-08-09,124.731,5.048,1.631
2021-08-10,124.615,5.105,1.647
2021-08-11,124.493,5.078,1.639
2021-08-12,124.6,5.046,1.646
2021-08-13,124.832,5.019,1.611
2021-08-16,124.827,5.016,1.607
2021-08-17,125.025,4.904,1.566
2021-08-18,125.102,4.957,1.565
2021-08-19,125.088,4.923,1.603
2021-08-20,125.166,4.833,1.59
2021-08-23,125.092,4.905,1.621
2021-08-24,125.04,4.957,1.636
2021-08-25,125.085,4.971,1.601
2021-08-26,124.777,4.886,1.555
2021-08-27,124.815,4.899,1.538
2021-08-30,124.86,4.881,1.527
2021-08-31,125.033,4.879,1.491
2021-09-01,125.1,4.949,1.48
2021-09-02,125.093,4.945,1.456
2021-09-03,125.128,4.918,1.457
2021-09-06,125.024,5.002,1.493
2021-09-07,124.928,5.065,1.494
2021-09-08,124.893,5.044,1.467
2021-09-09,124.907,5.042,1.454
2021-09-10,124.905,5.091,1.482
2021-09-13,124.859,5.064,1.438
2021-09-14,124.792,4.998,1.452
2021-09-15,124.815,4.945,1.437
2021-09-16,124.65,4.889,1.402
2021-09-17,124.758,4.928,1.413
2021-09-22,124.821,4.895,1.41
2021-09-23,124.986,4.924,1.419
2021-09-24,124.975,4.931,1.428
2021-09-27,124.971,4.963,1.424
2021-09-28,124.989,4.954,1.407
2021-09-29,125.291,4.921,1.399
2021-09-30,125.349,4.935,1.423
2021-10-08,125.148,5.006,1.417
2021-10-11,124.99,5.005,1.404
2021-10-12,124.806,4.953,1.371
2021-10-13,124.76,5.009,1.395
2021-10-14,124.789,4.982,1.398
2021-10-15,124.77,5.006,1.418
2021-10-18,124.392,4.948,1.405
2021-10-19,124.38,4.995,1.42
2021-10-20,124.42,4.981,1.424
2021-10-21,124.598,5.003,1.415
2021-10-22,124.453,5.036,1.423
2021-10-25,124.48,5.053,1.434
2021-10-26,124.573,5.036,1.429
2021-10-27,124.609,4.97,1.412
2021-10-28,124.589,4.949,1.412
2021-10-29,124.686,4.981,1.45
2021-11-01,124.777,4.965,1.459
2021-11-02,124.878,4.913,1.46
2021-11-03,124.976,4.893,1.454
2021-11-04,124.932,4.94,1.466
2021-11-05,125.06,4.923,1.453
2021-11-08,125.173,4.919,1.454
2021-11-09,125.065,4.917,1.476
2021-11-10,125.228,4.892,1.475
2021-11-11,125.193,4.972,1.493
2021-11-12,125.055,4.97,1.497
2021-11-15,125.149,4.964,1.486
2021-11-16,125.197,4.96,1.475
2021-11-17,125.199,4.959,1.491
2021-11-18,125.281,4.915,1.479
2021-11-19,125.208,4.97,1.501
2021-11-22,125.256,4.983,1.533
2021-11-23,125.258,4.986,1.532
2021-11-24,125.349,4.997,1.527
2021-11-25,125.42,4.978,1.524
2021-11-26,125.674,4.936,1.515
2021-11-29,125.511,4.929,1.531
2021-11-30,125.529,4.911,1.53
2021-12-01,125.47,4.924,1.511
2021-12-02,125.404,4.934,1.483
2021-12-03,125.23,4.979,1.499
2021-12-06,125.481,4.974,1.462
2021-12-07,125.424,5.002,1.447
2021-12-08,125.455,5.074,1.468
2021-12-09,125.41,5.158,1.489
2021-12-10,125.489,5.143,1.499
2021-12-13,125.485,5.156,1.495
2021-12-14,125.682,5.125,1.493
2021-12-15,125.693,5.079,1.475
2021-12-16,125.654,5.106,1.478
2021-12-17,125.83,5.033,1.452
2021-12-20,125.806,4.958,1.421
2021-12-21,125.755,4.979,1.431
2021-12-22,125.829,4.982,1.428
2021-12-23,125.859,5.02,1.43
2021-12-24,125.85,4.997,1.415
2021-12-27,125.961,5.001,1.411
2021-12-28,126.021,5.027,1.422
2021-12-29,126.052,4.96,1.41
2021-12-30,126.372,4.996,1.43
2021-12-31,126.479,5.008,1.452
2022-01-04,126.418,4.99,1.42
2022-01-05,126.283,4.943,1.384
2022-01-06,126.214,4.887,1.375
2022-01-07,126.224,4.899,1.358
2022-01-10,126.368,4.912,1.372
2022-01-11,126.54,4.867,1.344
2022-01-12,126.588,4.919,1.366
2022-01-13,126.573,4.838,1.348
2022-01-14,126.869,4.794,1.366
2022-01-17,126.832,4.835,1.391
2022-01-18,127.198,4.881,1.395
2022-01-19,127.138,4.78,1.378
2022-01-20,127.116,4.818,1.362
2022-01-21,127.426,4.784,1.344
2022-01-24,127.875,4.786,1.362
2022-01-25,127.842,4.68,1.327
2022-01-26,127.259,4.706,1.326
2022-01-27,127.206,4.625,1.291
2022-01-28,127.464,4.554,1.283
2022-02-07,127.353,4.626,1.284
2022-02-08,127.504,4.604,1.256
2022-02-09,127.571,4.643,1.26
2022-02-10,127.687,4.632,1.238
2022-02-11,127.146,4.596,1.217
2022-02-14,127.035,4.547,1.22
2022-02-15,127.037,4.589,1.25
2022-02-16,127.134,4.61,1.245
2022-02-17,127.145,4.62,1.255
2022-02-18,127.067,4.644,1.252
2022-02-21,126.785,4.627,1.241
2022-02-22,126.716,4.567,1.231
2022-02-23,126.849,4.615,1.279
2022-02-24,126.893,4.53,1.266
2022-02-25,126.97,4.565,1.29
2022-02-28,127.013,4.571,1.297
2022-03-01,126.794,4.609,1.29
2022-03-02,126.737,4.574,1.281
2022-03-03,126.743,4.545,1.26
2022-03-04,126.683,4.494,1.254
2022-03-07,126.948,4.346,1.217
2022-03-08,127.075,4.264,1.183
2022-03-09,126.8,4.224,1.184
2022-03-10,126.852,4.284,1.201
2022-03-11,127.079,4.312,1.212
2022-03-14,127.44,4.172,1.174
2022-03-15,126.974,3.973,1.142
2022-03-16,126.91,4.146,1.172
2022-03-17,126.934,4.23,1.189
2022-03-18,127.105,4.258,1.19
2022-03-21,127.055,4.252,1.2
2022-03-22,126.91,4.248,1.181
2022-03-23,126.951,4.273,1.191
2022-03-24,127.055,4.246,1.182
2022-03-25,127.16,4.169,1.153
2022-03-28,127.165,4.144,1.136
2022-03-29,127.107,4.126,1.125
2022-03-30,127.077,4.249,1.158
2022-03-31,126.976,4.218,1.137
2022-04-01,127.134,4.269,1.135
2022-04-06,127.25,4.257,1.103
2022-04-07,127.395,4.205,1.081
2022-04-08,127.566,4.233,1.072
2022-04-11,127.31,4.101,1.032
2022-04-12,127.357,4.171,1.038
2022-04-13,127.394,4.139,1.006
2022-04-14,127.595,4.183,1.017
2022-04-15,127.483,4.181,1.017
2022-04-18,127.335,4.161,1.047
2022-04-19,127.384,4.134,1.03
2022-04-20,127.42,4.064,1.013
2022-04-21,127.31,3.996,1.001
2022-04-22,127.278,4.006,0.983
2022-04-25,127.285,3.813,0.924
2022-04-26,127.357,3.783,0.909
2022-04-27,127.316,3.889,0.945
2022-04-28,127.248,3.915,0.941
2022-04-29,127.379,4.015,0.986
2022-05-05,127.38,4.0,0.994
2022-05-06,127.285,3.903,0.984
2022-05-09,127.367,3.871,0.987
2022-05-10,127.629,3.916,1.014
2022-05-11,127.532,3.971,1.045
2022-05-12,127.6,3.951,1.056
2022-05-13,127.708,3.982,1.055
2022-05-16,127.693,3.951,1.038
2022-05-17,127.842,4.0,1.052
2022-05-18,128.04,3.986,1.057
2022-05-19,127.936,3.995,1.08
2022-05-20,127.867,4.079,1.089
2022-05-23,127.922,4.047,1.089
2022-05-24,127.984,3.965,1.041
2022-05-25,128.084,3.982,1.049
2022-05-26,128.316,3.992,1.048
2022-05-27,128.1,4.002,1.036
2022-05-30,127.95,4.025,1.044
2022-05-31,127.831,4.089,1.078
2022-06-01,127.795,4.083,1.078
2022-06-02,127.774,4.094,1.126
2022-06-06,127.815,4.176,1.169
2022-06-07,127.809,4.182,1.16
2022-06-08,127.779,4.224,1.158
2022-06-09,127.8,4.19,1.128
2022-06-10,127.754,4.248,1.149
2022-06-13,127.748,4.196,1.134
2022-06-14,127.687,4.236,1.117
2022-06-15,127.63,4.285,1.111
2022-06-16,127.625,4.258,1.126
2022-06-17,127.73,4.321,1.143
2022-06-20,127.714,4.342,1.143
2022-06-21,127.697,4.34,1.131
2022-06-22,127.792,4.29,1.11
2022-06-23,127.792,4.365,1.132
2022-06-24,127.799,4.413,1.152
2022-06-27,127.607,4.461,1.152
2022-06-28,127.622,4.513,1.168
2022-06-29,127.721,4.458,1.14
2022-06-30,127.725,4.508,1.155
2022-07-01,127.907,4.493,1.142
2022-07-04,127.686,4.521,1.142
2022-07-05,127.568,4.511,1.139
2022-07-06,127.605,4.452,1.15
2022-07-07,127.613,4.468,1.161
2022-07-08,127.556,4.464,1.153
2022-07-11,127.601,4.388,1.129
2022-07-12,127.677,4.352,1.096
2022-07-13,127.753,4.359,1.099
2022-07-14,127.852,4.36,1.125
2022-07-15,128.028,4.295,1.121
2022-07-18,127.939,4.341,1.119
2022-07-19,127.891,4.319,1.11
2022-07-20,127.942,4.331,1.128
2022-07-21,128.015,4.286,1.142
2022-07-22,128.108,4.289,1.133
2022-07-25,128.129,4.271,1.124
2022-07-26,128.257,4.3,1.133
2022-07-27,128.266,4.276,1.147
2022-07-28,128.24,4.279,1.161
2022-07-29,128.499,4.22,1.139
2022-08-01,128.694,4.238,1.154
2022-08-02,128.877,4.167,1.149
2022-08-03,128.833,4.122,1.152
2022-08-04,128.985,4.153,1.167
2022-08-05,128.795,4.218,1.216
2022-08-08,128.82,4.204,1.206
2022-08-09,128.734,4.211,1.218
2022-08-10,128.787,4.166,1.208
2022-08-11,128.752,4.254,1.229
2022-08-12,128.755,4.255,1.201
2022-08-15,129.205,4.245,1.195
2022-08-16,129.384,4.235,1.19
2022-08-17,129.414,4.276,1.186
2022-08-18,129.5,4.239,1.2
2022-08-19,129.589,4.209,1.161
2022-08-22,129.595,4.236,1.158
2022-08-23,129.505,4.222,1.159
2022-08-24,129.475,4.145,1.119
2022-08-25,129.391,4.181,1.106
2022-08-26,129.332,4.175,1.095
2022-08-29,129.34,4.15,1.102
2022-08-30,129.456,4.141,1.098
2022-08-31,129.508,4.141,1.077
2022-09-01,129.521,4.107,1.076
2022-09-02,129.675,4.084,1.079
2022-09-05,129.729,4.082,1.074
2022-09-06,129.685,4.111,1.087
2022-09-07,129.691,4.119,1.102
2022-09-08,129.643,4.101,1.092
2022-09-09,129.532,4.159,1.083
2022-09-13,129.426,4.173,1.078
2022-09-14,129.313,4.127,1.08
2022-09-15,129.308,4.09,1.046
2022-09-16,129.193,4.0,1.045
2022-09-19,129.208,3.989,1.021
2022-09-20,129.352,3.991,1.028
2022-09-21,129.378,3.961,1.016
2022-09-22,129.375,3.932,1.021
2022-09-23,129.248,3.924,1.006
2022-09-26,128.946,3.899,1.004
2022-09-27,128.948,3.949,1.019
2022-09-28,128.905,3.893,0.999
2022-09-29,128.684,3.894,1.004
2022-09-30,128.78,3.868,0.981
2022-10-10,128.99,3.789,0.937
2022-10-11,129.159,3.786,0.932
2022-10-12,129.071,3.848,0.967
2022-10-13,129.158,3.815,0.969
2022-10-14,129.45,3.903,0.998
2022-10-17,129.265,3.902,1.005
2022-10-18,129.246,3.895,1.002
2022-10-19,129.339,3.836,0.993
2022-10-20,129.249,3.824,1.006
2022-10-21,129.264,3.802,1.012
2022-10-24,129.375,3.704,1.012
2022-10-25,129.297,3.688,1.016
2022-10-26,129.303,3.716,1.051
2022-10-27,129.394,3.69,1.048
2022-10-28,129.575,3.604,1.038
2022-10-31,129.668,3.565,1.06
2022-11-01,129.537,3.703,1.071
2022-11-02,129.42,3.737,1.084
2022-11-03,129.537,3.707,1.096
2022-11-04,129.413,3.834,1.121
2022-11-07,129.412,3.834,1.108
2022-11-08,129.441,3.811,1.098
2022-11-09,129.51,3.771,1.085
2022-11-10,129.419,3.75,1.067
2022-11-11,129.167,3.848,1.069
2022-11-14,128.821,3.85,1.071
2022-11-15,128.68,3.925,1.1
2022-11-16,128.481,3.896,1.081
2022-11-17,128.64,3.879,1.088
2022-11-18,128.57,3.866,1.076
2022-11-21,128.809,3.833,1.079
2022-11-22,128.863,3.831,1.061
2022-11-23,129.083,3.834,1.063
2022-11-24,129.243,3.816,1.06
2022-11-25,129.0,3.837,1.045
2022-11-28,128.763,3.792,1.038
2022-11-29,128.414,3.908,1.048
2022-11-30,128.508,3.911,1.041
2022-12-01,128.582,3.956,1.054
2022-12-02,128.621,3.933,1.054
2022-12-05,128.564,4.004,1.051
2022-12-06,128.431,4.027,1.049
2022-12-07,128.355,4.015,1.046
2022-12-08,128.541,4.024,1.044
2022-12-09,128.431,4.058,1.044
2022-12-12,128.452,4.016,1.048
2022-12-13,128.155,4.005,1.031
2022-12-14,128.42,4.015,1.026
2022-12-15,128.501,4.013,1.033
2022-12-16,128.469,4.017,1.02
2022-12-19,128.657,3.959,0.996
2022-12-20,128.669,3.896,0.994
2022-12-21,128.599,3.893,0.981
2022-12-22,128.64,3.901,0.971
2022-12-23,128.678,3.891,0.962
2022-12-26,128.627,3.9,0.992
2022-12-27,128.641,3.947,1.004
2022-12-28,128.826,3.934,0.998
2022-12-29,128.897,3.922,1.004
2022-12-30,129.104,3.938,1.003
2023-01-03,129.067,3.949,1.023
2023-01-04,129.288,3.954,1.016
2023-01-05,129.221,4.029,1.026
2023-01-06,128.957,4.045,1.032
2023-01-09,128.96,4.07,1.032
2023-01-10,128.885,4.076,1.032
2023-01-11,128.75,4.076,1.014
2023-01-12,128.785,4.082,1.016
2023-01-13,128.813,4.144,1.017
2023-01-16,128.71,4.143,1.035
2023-01-17,128.719,4.139,1.045
2023-01-18,128.7,4.13,1.05
2023-01-19,128.729,4.158,1.068
2023-01-20,128.854,4.181,1.073
2023-01-30,128.854,4.205,1.074
2023-01-31,128.838,4.159,1.058
2023-02-01,128.887,4.19,1.071
2023-02-02,128.972,4.18,1.075
2023-02-03,129.018,4.137,1.078
2023-02-06,128.956,4.08,1.068
2023-02-07,128.975,4.09,1.063
2023-02-08,129.018,4.073,1.054
2023-02-09,129.028,4.127,1.082
2023-02-10,129.079,4.103,1.068
2023-02-13,129.089,4.135,1.069
2023-02-14,129.093,4.144,1.065
2023-02-15,129.099,4.116,1.067
2023-02-16,129.087,4.087,1.049
2023-02-17,129.102,4.029,1.029
2023-02-20,129.008,4.134,1.042
2023-02-21,128.967,4.139,1.038
2023-02-22,128.992,4.099,1.032
2023-02-23,128.99,4.099,1.035
2023-02-24,128.993,4.06,1.033
2023-02-27,128.972,4.045,1.028
2023-02-28,128.954,4.071,1.033
2023-03-01,128.963,4.12,1.038
2023-03-02,128.991,4.115,1.032
2023-03-03,128.974,4.124,1.043
2023-03-06,129.063,4.099,1.053
2023-03-07,129.163,4.042,1.034
2023-03-08,129.232,4.026,1.038
2023-03-09,129.251,4.016,1.041
2023-03-10,129.3,3.961,1.037
2023-03-13,129.295,4.005,1.04
2023-03-14,129.338,3.98,1.055
2023-03-15,129.307,3.979,1.048
2023-03-16,129.366,3.933,1.032
2023-03-17,129.436,3.954,1.056
2023-03-20,129.521,3.932,1.068
2023-03-21,129.459,3.975,1.07
2023-03-22,129.453,3.993,1.074
2023-03-23,129.427,4.031,1.099
2023-03-24,129.373,4.026,1.104
2023-03-27,129.383,4.005,1.098
2023-03-28,129.407,3.997,1.08
2023-03-29,129.435,3.997,1.103
2023-03-30,129.47,4.04,1.108
2023-03-31,129.48,4.05,1.124
2023-04-03,129.47,4.08,1.169
2023-04-04,129.514,4.1,1.172
2023-04-06,129.554,4.088,1.193
2023-04-07,129.587,4.117,1.207
2023-04-10,129.697,4.102,1.172
2023-04-11,129.742,4.092,1.165
2023-04-12,129.775,4.088,1.173
2023-04-13,129.746,4.063,1.143
2023-04-14,129.711,4.084,1.182
2023-04-17,129.683,4.145,1.186
2023-04-18,129.736,4.152,1.172
2023-04-19,129.812,4.119,1.178
2023-04-20,129.792,4.103,1.211
2023-04-21,129.851,4.03,1.164
2023-04-24,129.884,3.979,1.142
2023-04-25,129.894,3.96,1.12
2023-04-26,129.895,3.951,1.116
2023-04-27,130.078,3.986,1.112
2023-04-28,130.135,4.025,1.133
2023-05-04,130.247,4.025,1.109
2023-05-05,130.479,4.009,1.093
2023-05-08,130.415,4.054,1.102
2023-05-09,130.463,4.019,1.078
2023-05-10,130.633,3.988,1.069
2023-05-11,130.811,3.983,1.07
2023-05-12,130.74,3.932,1.056
2023-05-15,130.81,3.995,1.067
2023-05-16,130.74,3.978,1.068
2023-05-17,130.728,3.951,1.072
2023-05-18,130.688,3.95,1.078
2023-05-19,130.774,3.944,1.084
2023-05-22,130.935,3.964,1.075
2023-05-23,131.26,3.907,1.06
2023-05-24,131.183,3.854,1.055
2023-05-25,131.02,3.845,1.065
2023-05-26,131.014,3.85,1.082
2023-05-29,131.044,3.834,1.072
2023-05-30,131.15,3.838,1.09
2023-05-31,131.218,3.802,1.097
2023-06-01,131.326,3.81,1.1
2023-06-02,131.148,3.863,1.1
2023-06-05,131.279,3.845,1.096
2023-06-06,131.328,3.808,1.067
2023-06-07,131.453,3.796,1.065
2023-06-08,131.393,3.828,1.053
2023-06-09,131.47,3.844,1.077
2023-06-12,131.544,3.848,1.071
2023-06-13,131.69,3.877,1.084
2023-06-14,131.785,3.877,1.08
2023-06-15,131.437,3.942,1.08
2023-06-16,131.158,3.979,1.098
2023-06-19,131.196,3.949,1.1
2023-06-20,131.222,3.942,1.101
2023-06-21,131.36,3.887,1.066
2023-06-26,131.439,3.843,1.057
2023-06-27,131.363,3.869,1.06
2023-06-28,131.385,3.877,1.055
2023-06-29,131.351,3.859,1.047
2023-06-30,131.529,3.882,1.052
2023-07-03,131.589,3.927,1.055
2023-07-04,131.567,3.934,1.061
2023-07-05,131.756,3.907,1.051
2023-07-06,131.799,3.879,1.048
2023-07-07,131.812,3.868,1.037
2023-07-10,131.804,3.884,1.039
2023-07-11,131.82,3.91,1.046
2023-07-12,131.817,3.891,1.03
2023-07-13,131.799,3.954,1.039
2023-07-14,131.758,3.952,1.036
2023-07-17,131.85,3.924,1.028
2023-07-18,131.932,3.918,1.025
2023-07-19,131.966,3.916,1.019
2023-07-20,131.963,3.888,1.007
2023-07-21,132.096,3.89,1.0
2023-07-24,132.132,3.873,0.995
2023-07-25,131.801,3.985,1.009
2023-07-26,131.825,3.976,1.006
2023-07-27,131.937,3.972,0.997
2023-07-28,131.846,4.068,1.007
2023-07-31,131.727,4.084,1.015
2023-08-01,131.821,4.066,1.014
2023-08-02,131.826,4.037,1.012
2023-08-03,131.883,4.073,1.015
2023-08-04,131.927,4.094,1.021
2023-08-07,131.983,4.063,1.014
2023-08-08,132.01,4.048,1.01
2023-08-09,132.035,4.04,1.001
2023-08-10,131.984,4.045,1.003
2023-08-11,132.022,3.95,0.983
2023-08-14,132.088,3.923,0.974
2023-08-15,132.361,3.919,0.96
2023-08-16,132.432,3.889,0.944
2023-08-17,132.39,3.902,0.954
2023-08-18,132.457,3.852,0.95
2023-08-21,132.578,3.8,0.936
2023-08-22,132.504,3.823,0.946
2023-08-23,132.491,3.768,0.922
2023-08-24,132.46,3.791,0.929
2023-08-25,132.397,3.784,0.912
2023-08-28,132.232,3.837,0.922
2023-08-29,132.07,3.859,0.97
2023-08-30,132.323,3.858,0.988
2023-08-31,132.349,3.839,0.987
2023-09-01,132.208,3.862,0.98
2023-09-04,131.888,3.92,0.989
2023-09-05,131.983,3.893,0.975
2023-09-06,131.883,3.883,0.979
2023-09-07,131.722,3.83,0.942
2023-09-08,131.827,3.809,0.944
2023-09-11,131.827,3.837,0.951
2023-09-12,131.85,3.832,0.945
2023-09-13,131.984,3.807,0.932
2023-09-14,132.051,3.804,0.925
2023-09-15,131.985,3.787,0.929
2023-09-18,131.843,3.8,0.923
2023-09-19,131.828,3.795,0.917
2023-09-20,131.776,3.777,0.908
2023-09-21,131.873,3.742,0.904
2023-09-22,131.778,3.817,0.927
2023-09-25,131.751,3.789,0.919
2023-09-26,131.602,3.768,0.92
2023-09-27,131.304,3.778,0.925
2023-09-28,131.882,3.764,0.932
2023-10-09,131.993,3.754,0.93
2023-10-10,131.899,3.727,0.924
2023-10-11,131.659,3.735,0.937
2023-10-12,131.64,3.771,0.943
2023-10-13,131.749,3.736,0.934
2023-10-16,131.763,3.693,0.916
2023-10-17,131.698,3.705,0.924
2023-10-18,131.673,3.677,0.913
2023-10-19,131.438,3.6,0.911
2023-10-20,131.54,3.582,0.904
2023-10-23,131.662,3.544,0.883
2023-10-24,131.6,3.549,0.893
2023-10-25,131.754,3.569,0.891
2023-10-26,131.91,3.582,0.892
2023-10-27,131.85,3.636,0.906
2023-10-30,132.026,3.652,0.92
2023-10-31,132.066,3.644,0.917
2023-11-01,132.093,3.642,0.913
2023-11-02,132.191,3.625,0.903
2023-11-03,132.182,3.653,0.918
2023-11-06,132.145,3.701,0.934
2023-11-07,132.18,3.69,0.935
2023-11-08,132.193,3.679,0.943
2023-11-09,132.2,3.682,0.937
2023-11-10,132.205,3.655,0.931
2023-11-13,132.363,3.65,0.937
2023-11-14,132.352,3.65,0.946
2023-11-15,132.349,3.675,0.942
2023-11-16,132.425,3.639,0.928
2023-11-17,132.437,3.634,0.932
2023-11-20,132.367,3.645,0.934
2023-11-21,132.306,3.65,0.927
2023-11-22,132.155,3.611,0.913
2023-11-23,131.99,3.63,0.918
2023-11-24,132.086,3.605,0.906
2023-11-27,132.067,3.581,0.909
2023-11-28,132.055,3.585,0.913
2023-11-29,132.007,3.558,0.906
2023-11-30,132.101,3.562,0.907
2023-12-01,132.2,3.548,0.91
2023-12-04,132.105,3.524,0.906
2023-12-05,132.091,3.458,0.89
2023-12-06,132.073,3.463,0.892
2023-12-07,132.144,3.454,0.891
2023-12-08,132.21,3.461,0.91
2023-12-11,132.395,3.485,0.923
2023-12-12,132.383,3.493,0.917
2023-12-13,132.565,3.435,0.907
2023-12-14,132.441,3.419,0.902
2023-12-15,132.558,3.412,0.895
2023-12-18,132.665,3.398,0.886
2023-12-19,132.652,3.4,0.892
2023-12-20,132.561,3.369,0.881
2023-12-21,132.61,3.4,0.893
2023-12-22,132.787,3.406,0.888
2023-12-25,132.895,3.415,0.883
2023-12-26,132.997,3.395,0.868
2023-12-27,133.126,3.405,0.873
2023-12-28,133.245,3.489,0.894
2023-12-29,133.363,3.499,0.897
2024-01-02,133.252,3.453,0.886
2024-01-03,133.217,3.443,0.874
2024-01-04,133.32,3.413,0.866
2024-01-05,133.457,3.396,0.849
2024-01-08,133.423,3.349,0.824
2024-01-09,133.444,3.357,0.824
2024-01-10,133.427,3.341,0.818
2024-01-11,133.46,3.36,0.829
2024-01-12,133.417,3.349,0.818
2024-01-15,133.373,3.345,0.813
2024-01-16,133.282,3.367,0.817
2024-01-17,133.379,3.292,0.795
2024-01-18,133.35,3.268,0.806
2024-01-19,133.575,3.275,0.803
2024-01-22,133.637,3.206,0.776
2024-01-23,133.559,3.228,0.786
2024-01-24,133.512,3.279,0.788
2024-01-25,133.682,3.335,0.804
2024-01-26,133.775,3.329,0.785
2024-01-29,133.821,3.299,0.764
2024-01-30,134.167,3.243,0.735
2024-01-31,134.2,3.222,0.722
2024-02-01,134.078,3.218,0.726
2024-02-02,134.066,3.188,0.707
2024-02-05,134.224,3.208,0.709
2024-02-06,134.023,3.311,0.757
2024-02-07,133.961,3.34,0.777
2024-02-08,134.2,3.362,0.786
2024-02-19,134.16,3.389,0.798
2024-02-20,134.202,3.401,0.79
2024-02-21,134.285,3.449,0.791
2024-02-22,134.343,3.475,0.799
2024-02-23,134.509,3.478,0.801
2024-02-26,134.521,3.443,0.806
2024-02-27,134.559,3.484,0.836
2024-02-28,134.57,3.448,0.808
2024-02-29,134.621,3.503,0.847
2024-03-01,134.54,3.53,0.855
2024-03-04,134.545,3.527,0.856
2024-03-05,134.55,3.556,0.857
2024-03-06,134.73,3.542,0.85
2024-03-07,134.846,3.523,0.832
2024-03-08,134.793,3.533,0.841
2024-03-11,134.708,3.581,0.857
2024-03-12,134.581,3.586,0.856
2024-03-13,134.544,3.565,0.853
2024-03-14,134.471,3.552,0.842
2024-03-15,134.554,3.561,0.847
2024-03-18,134.677,3.592,0.864
2024-03-19,134.783,3.569,0.852
2024-03-20,134.759,3.572,0.854
2024-03-21,134.783,3.57,0.846
2024-03-22,134.816,3.539,0.832
2024-03-25,134.752,3.52,0.82
2024-03-26,134.737,3.531,0.81
2024-03-27,134.791,3.493,0.789
2024-03-28,134.775,3.51,0.799
2024-03-29,134.923,3.526,0.8
2024-04-01,134.878,3.584,0.813
2024-04-02,134.926,3.572,0.806
2024-04-03,135.063,3.558,0.794
2024-04-08,135.23,3.529,0.778
2024-04-09,135.355,3.523,0.785
2024-04-10,135.369,3.497,0.773
2024-04-11,135.394,3.494,0.774
2024-04-12,135.569,3.466,0.773
2024-04-15,135.55,3.539,0.785
2024-04-16,135.477,3.507,0.768
2024-04-17,135.512,3.553,0.785
2024-04-18,135.618,3.559,0.781
2024-04-19,135.706,3.531,0.765
2024-04-22,135.787,3.524,0.766
2024-04-23,135.977,3.499,0.763
2024-04-24,135.618,3.513,0.773
2024-04-25,135.713,3.523,0.768
2024-04-26,135.489,3.573,0.787
2024-04-29,134.929,3.616,0.812
2024-04-30,135.312,3.598,0.804
2024-05-06,135.525,3.648,0.813
2024-05-07,135.691,3.65,0.806
2024-05-08,135.715,3.621,0.797
2024-05-09,135.596,3.656,0.815
2024-05-10,135.572,3.658,0.804
2024-05-13,135.716,3.655,0.798
2024-05-14,135.791,3.649,0.796
2024-05-15,135.79,3.623,0.784
2024-05-16,135.726,3.635,0.781
2024-05-17,135.627,3.676,0.79
2024-05-20,135.789,3.684,0.789
2024-05-21,135.719,3.672,0.783
2024-05-22,135.777,3.68,0.789
2024-05-23,135.871,3.643,0.777
2024-05-24,135.874,3.602,0.761
2024-05-27,135.84,3.632,0.772
2024-05-28,135.916,3.609,0.769
2024-05-29,135.988,3.61,0.769
2024-05-30,136.041,3.596,0.777
2024-05-31,136.018,3.582,0.778
2024-06-03,136.16,3.587,0.785
2024-06-04,136.192,3.612,0.789
2024-06-05,136.231,3.599,0.788
2024-06-06,136.205,3.599,0.779
2024-06-07,136.254,3.576,0.775
2024-06-11,136.254,3.551,0.794
2024-06-12,136.236,3.547,0.793
2024-06-13,136.249,3.534,0.796
2024-06-14,136.27,3.554,0.791
2024-06-17,136.327,3.544,0.794
2024-06-18,136.364,3.555,0.794
2024-06-19,136.391,3.545,0.787
2024-06-20,136.506,3.522,0.791
2024-06-21,136.437,3.516,0.795
2024-06-24,136.52,3.499,0.774
2024-06-25,136.562,3.478,0.751
2024-06-26,136.662,3.499,0.764
2024-06-27,136.803,3.48,0.75
2024-06-28,136.899,3.487,0.745
2024-07-01,136.672,3.501,0.743
2024-07-02,136.795,3.496,0.732
2024-07-03,137.007,3.49,0.734
2024-07-04,136.934,3.475,0.723
